,s1_mean,s2_mean,s3_mean,x_mean,y_mean,z_mean,s1_variation,s2_variation,s3_variation,x_variation,y_variation,z_variation,s1_std,s2_std,s3_std,x_std,y_std,z_std,s1_median,s2_median,s3_median,x_median,y_median,z_median,s1_max,s2_max,s3_max,x_max,y_max,z_max,s1_min,s2_min,s3_min,x_min,y_min,z_min,s1_skew,s2_skew,s3_skew,x_skew,y_skew,z_skew,s1_kurtosis,s2_kurtosis,s3_kurtosis,x_kurtosis,y_kurtosis,z_kurtosis,s1_moment,s2_moment,s3_moment,x_moment,y_moment,z_moment,s1_kstatvar,s2_kstatvar,s3_kstatvar,x_kstatvar,y_kstatvar,z_kstatvar,s1_tvar,s2_tvar,s3_tvar,x_tvar,y_tvar,z_tvar,s1_sem,s2_sem,s3_sem,x_sem,y_sem,z_sem,s1_entropy,s2_entropy,s3_entropy,x_entropy,y_entropy,z_entropy,s2_peak_len,s2_peak_prom,s2_peak_width,s2_peak_height,s2_weight_pred_k,x_peak_len,x_peak_prom,x_peak_width,x_peak_height,x_weight_pred_k,y_peak_len,y_peak_prom,y_peak_width,y_peak_height,y_weight_pred_k,z_peak_len,z_peak_prom,z_peak_width,z_peak_height,z_weight_pred_k,s2_peak_len_50_110,s2_peak_len_20_300,x_peak_len_20_150,x_peak_len_50_200,y_peak_len_50_110,y_peak_len_50_200,s2_peak_prom_sit,s2_peak_prom_stand,x_peak_prom_sit,x_peak_prom_stand,y_peak_prom_sit,y_peak_prom_stand,x_y_corr,z_y_corr,x_z_corr,id,Name,Kg,Target
0,91.0025,88.84,127.6475,178.6475,-58.6525,-1331.735,1.408887609,0.8919577412,1.271568441,5.805104064,-9.144326974,-0.5756525959,128.2122946,79.24152573,162.3125326,1037.067328,536.3376378,766.6167098,9,45,21,95,-39,-958,422,378,509,4079,2279,126,-12,19,-7,-2238,-2438,-4993,1.184123405,1.266867485,1.055267315,1.681871711,-0.2928222048,-1.055813895,-0.155966182,0.733795909,-0.3644848779,3.881071996,7.540025892,0.9765980874,16438.39249,6279.2194,26345.35824,1075508.643,287658.0617,587701.1798,625932.015,135459.3055,1425696.878,8553196033,992699044.9,1292103157,16458.9662,6287.078248,26378.33116,1076854.712,288018.0843,588436.7257,4.535824925,2.80336366,5.742204624,36.68880469,18.97426166,27.1209496,0,6.339281729,0,0,0,0,9,322,15.52230557,348,2675.286822,9,5386,9.847558352,3773,65043.90859,9,3644,17.52081183,1903,80283.77067,0,0,0,0,0,9,9,19,9,9,9,1,0.9316770186,16.70031056,16.70031056,11.31677019,11.31677019,-0.8104649879,0.2602193464,-0.3569733118,user_1,a,89.2,Walking
1,90.14,81.1725,140.385,148.815,-20.315,-1343.855,1.308427803,0.8360503438,1.250637502,6.742589762,-26.95667529,-0.6271974498,117.9416822,67.86429653,175.5707458,1003.398496,547.6248586,842.8624289,9,39,17,81,-39.5,-954,347,331,530,4274,2182,154,-7,15,-6,-2153,-2537,-6478,0.9170432449,1.124751669,0.8900317621,1.889477194,-0.8014764585,-1.659978625,-0.8141935629,0.5412795877,-0.7831936903,5.114007764,8.709277049,5.742950517,13910.2404,4605.562744,30825.08677,1006808.541,299892.9858,710417.074,578408.1548,136191.17,2914930.798,18242702886,2437116955,9886421985,13945.10316,4617.105508,30902.34263,1009331.87,300644.5973,712197.5679,5.904469315,3.397464315,8.789531078,50.23275501,27.41553379,42.19589932,0,5.677231577,0,0,0,0,4,302.5,5.731958595,323,5811.998158,5,5381,9.904450932,3634,54081.9462,5,3456,32.77820731,1708,153598.6794,1,3251,15.67716793,154,0,4,4,9,5,5,5,1,0.9719008264,17.78842975,17.78842975,11.42479339,11.42479339,-0.7523365908,0.2847373141,-0.3378887505,user_2,a,89.2,Walking
2,82.98763906,83.8566131,125.197775,193.7725587,-18.63906057,-1245.443758,1.4017688,0.878345623,1.256102966,4.61790954,-26.37812757,-0.5140988824,116.3294832,73.65508908,157.2612966,894.8241474,491.6635174,640.2812439,12,44,24,101,-42,-952,446,352,514,3589,2315,-80,-6,18,-4,-3654,-2098,-3183,1.23682186,1.289002497,1.048499182,1.279479855,-0.07579708845,-0.8962476281,0.03215685747,0.791169587,-0.3994471572,3.738119353,4.745388016,0.2885149654,13532.54867,5425.072147,24731.1154,800710.2548,241733.0143,409960.0713,462304.0658,102082.753,1215698.969,4573757703,490071694.1,477867416.1,13549.29688,5431.786345,24761.72321,801701.2329,242032.1889,410467.4476,4.09245694,2.591176992,5.532433107,31.47980365,17.29666218,22.52501556,0,6.362487455,0,0,0,6.567922517,9,285,15.0872449,309,5274.781433,10,4139,11.77334969,2924,54096.99384,8,2962,23.06462798,1499.5,63392.94351,0,0,0,0,0,9,7,20,9,8,8,0.9913043478,0.9913043478,14.39652174,14.39652174,10.3026087,10.3026087,-0.7010824308,0.1194395901,-0.3382022605,user_3,a,89.2,Walking
3,92.17775091,90.44860943,127.8935913,117.1318017,-81.95767836,-1366.386941,1.392876772,0.9116434417,1.285313976,9.293951305,-6.708591947,-0.5705627093,128.3922481,82.4568816,164.3834203,1088.617261,549.820621,779.6094348,9,42,20,40,-64,-983,411,375,535,4768,2293,419,-4,13,-7,-2547,-2949,-3595,1.120057981,1.107423185,1.045811978,1.669033318,-0.4529245962,-0.7533733677,-0.3499078712,0.03614441251,-0.4185112722,4.142922042,7.564994234,-0.04583657862,16484.56937,6799.137323,27021.90887,1185087.541,302302.7153,607790.8708,544691.7354,114373.2398,1402677.655,10491297663,1063122571,877113468.8,16504.52648,6807.368724,27054.62305,1186522.272,302668.6992,608526.6951,4.467337661,2.869041847,5.719630704,37.8778389,19.13070612,27.12608152,0,6.348449396,0,0,0,0,9,304,19.12104363,324,6366.832835,9,5695,10.41806847,3634,58881.66211,10,3576,22.71017182,1874.5,139735.4627,2,3721.5,15.09281682,392,60743.49226,9,7,16,9,10,10,1,0.9901315789,18.73355263,18.73355263,11.76315789,11.76315789,-0.8394722582,0.4129347225,-0.4240873321,user_4,a,89.2,Walking
4,96.85661765,91.58088235,142.4926471,170.0980392,-106.3897059,-1390.821078,1.329081114,0.888812503,1.209626003,6.954970474,-5.384627085,-0.5863277168,128.7303013,81.39823327,172.3628112,1183.02684,572.8688918,815.4769474,10,46,27,62,-87,-982,400,415,535,4183,2664,138,-13,16,-7,-3058,-4095,-3515,1.049402346,1.30019739,0.9375855081,1.521990118,-0.2888061161,-0.8280149479,-0.4697582428,1.283676268,-0.6182821829,3.418807471,12.0942713,-0.1353418447,16571.49047,6625.67238,29708.93867,1399552.505,328178.7672,665002.6518,517323.5344,177611.5374,1501059.053,13081599270,1871385517,1015429927,16591.82359,6633.802039,29745.39136,1401269.747,328581.4406,665818.606,4.509225781,2.851255752,6.03760594,41.4396228,20.06672206,28.56491159,0,6.356838027,0,0,0,0,10,356,4.955962171,386,1625.706257,10,6269,9.949674666,4034.5,72116.38941,9,4090,12.04871202,2186,39107.04056,0,0,0,0,0,10,10,17,10,9,9,1,0.9789325843,17.60955056,17.60955056,11.48876404,11.48876404,-0.8106948094,0.3228264328,-0.3536929794,user_5,a,89.2,Walking
5,99.13678161,98.71954023,137.7862069,157.3218391,-94.27356322,-1398.896552,1.347895578,0.8816682097,1.238231301,7.177573519,-5.824681468,-0.5853952824,133.6260296,87.0378803,170.6111942,1129.189066,549.1134766,818.907442,9,47,24,54,-81,-989,419,416,530,4214,2408,296,-12,20,-4,-2842,-2822,-5377,1.048509563,1.166456669,0.9514195935,1.652849784,-0.08408202622,-1.0656925,-0.4682027396,0.5657015683,-0.595055881,3.737750298,7.198227458,1.301999934,17855.91577,7575.592607,29108.17958,1275067.947,301525.6102,670609.3985,563759.2984,170071.0895,1373910.28,10779899074,966550235.9,1715514136,17876.46343,7584.310205,29141.67576,1276535.229,301872.5902,671381.1009,4.532952583,2.952557863,5.787588361,38.30511548,18.62739887,27.7795323,0,6.421650483,0,0,0,0,10,361,10.10239501,396.5,2925.818182,10,5872.5,9.945009269,3865.5,63733.1522,10,3642,20.53315231,1814.5,47158.63307,3,3464,15.95438839,199,59599.66064,10,10,18,10,10,10,1,0.959833795,16.26731302,16.26731302,10.08864266,10.08864266,-0.7931637194,0.3800656917,-0.3551044454,user_6,a,89.2,Walking
6,91.36,89.88625,138.2925,134.7125,-111.275,-1358.9675,1.333369488,0.868237063,1.224187037,7.864076613,-4.536781461,-0.6079999498,121.8166364,78.04257371,169.2958858,1059.389421,504.830357,826.2521718,9,43,25,48,-109,-963,396,372,514,4675,2287,99,-6,18,-9,-2982,-2553,-7038,1.022153906,1.130246919,0.9072219123,1.738324166,0.1439447337,-1.554603595,-0.5639916942,0.3167129734,-0.7438664158,4.365448652,7.068481579,5.213569166,14839.2929,6090.643311,28661.09694,1122305.945,254853.6894,682692.6514,397059.328,107983.7566,1295343.678,10081141714,740671197.8,4227454012,14857.86523,6098.266144,28696.96815,1123710.583,255172.6552,683547.0853,4.309562801,2.760947786,5.9892579,37.47850356,17.85961419,29.23070058,0,6.348114031,0,0,0,0,9,312,16.69570267,332,3151.594121,10,5363,8.764662248,3637,65002.70359,9,3198,17.93116951,1784,77360.72725,0,0,0,0,0,9,9,15,10,9,9,1,0.9455128205,17.18910256,17.18910256,10.25,10.25,-0.7947034652,0.416562396,-0.3752054665,user_7,a,89.2,Walking
7,92.51102941,86.60416667,132.6911765,161.0735294,-101.1838235,-1343.921569,1.337173139,0.8780930316,1.235220541,6.347797068,-4.977567129,-0.6119374073,123.7032636,76.04651526,163.9028667,1022.462078,503.649274,822.3958804,11,44,23.5,56,-99,-961,423,435,496,3935,2151,160,-8,14,-9,-2369,-2602,-6131,1.065964708,1.266648924,0.9382110429,1.645229809,-0.1601308916,-1.582208796,-0.3980202686,1.149040568,-0.6663446885,3.698065572,7.052061911,4.53900208,15302.49743,5783.072483,26864.14973,1045428.7,253662.5912,676334.984,461840.3678,129757.5334,1184584.73,7675464017,717989289.1,3686782978,15321.2735,5790.168277,26897.11187,1046711.435,253973.8337,677164.8429,4.333136331,2.663793246,5.741267012,35.81528447,17.6420646,28.80727124,0,6.364369193,0,0,0,0,9,312,10.9302893,333,2806.580164,9,5467,10.28481233,3490,62290.11352,9,3278,14.38177332,1772,97738.2955,1,5682,21.97695946,160,0,9,8,16,9,9,9,1,0.9967948718,17.5224359,17.5224359,10.50641026,10.50641026,-0.817078327,0.2958303092,-0.3623204393,user_8,a,89.2,Walking
8,91.84862385,85.74082569,128.6766055,182.5137615,-116.4357798,-1367.504587,1.394146624,0.9111814933,1.282357901,5.977279853,-4.788438985,-0.5797267281,128.0504489,78.12545359,165.0094618,1090.935829,557.5456274,792.7789599,7.5,43,19.5,78,-93,-985,405,391,503,3769,1961,31,-6,17,-3,-2153,-2859,-3482,1.116367174,1.323839603,1.033934644,1.671975661,-0.7362277768,-0.8907293912,-0.3586605921,0.9878468636,-0.4526913515,3.465039335,7.053924813,-0.03866124701,16396.91745,6103.586498,27228.12248,1190140.984,310857.1266,628498.4793,1020977.656,257851.7818,2653577.593,17944621200,2028837738,1793300329,16434.61152,6117.617732,27290.71587,1192876.94,311571.7407,629943.3034,6.139549097,3.745828791,7.911598133,52.30636944,26.73226672,38.01084175,0,5.720757834,0,0,0,0,5,326,8.630985915,346,3254.741197,5,5516,10.0783557,3753,58142.03406,5,3083,21.56854103,1495,91152.0599,0,0,0,0,0,5,5,10,5,5,5,1,0.9141104294,16.9202454,16.9202454,9.457055215,9.457055215,-0.81136718,0.3312825242,-0.3639701292,user_9,a,89.2,Walking
9,88.52184769,82.26841448,130.360799,169.1797753,-103.8289638,-1328.893883,1.36462957,0.8827993031,1.254285916,6.271710654,-5.429559589,-0.5805657378,120.7995309,72.62649897,163.5097142,1061.046599,563.745546,771.5102575,9,43,23,60,-83,-956,373,362,514,4222,2065,91,-12,12,-7,-2076,-4038,-3378,1.070950772,1.164487916,0.9648597097,1.847607073,-1.093632734,-0.844555958,-0.4609136308,0.4292828721,-0.6125585912,4.145252465,10.36742876,-0.02362315894,14592.52668,5274.608353,26735.42663,1125819.885,317809.0407,595228.0774,411056.6673,84819.31527,1243625.056,9781014705,1568942648,878557929.1,14610.76733,5281.201614,26768.84591,1127227.16,318206.302,595972.1125,4.270908375,2.567734496,5.780941384,37.51366227,19.93141492,27.27700674,0,6.339751325,0,0,0,0,9,281,15.05551086,304,1726.005658,9,5570,9.935393498,3872,54097.00855,9,3538,24.19322756,1639,323660.1468,0,0,0,0,0,9,6,17,9,9,9,1,0.9822064057,19.82206406,19.82206406,12.59074733,12.59074733,-0.828718326,0.2947320746,-0.3563811575,user_10,a,89.2,Walking
10,91.165,86.80375,131.005,144.30875,-86.7425,-1343.43125,1.367045618,0.9068368104,1.253600113,7.377220566,-6.492508528,-0.5980434642,124.6267137,78.71683578,164.2278828,1064.597478,563.176421,803.4302787,9,41.5,22,81,-78,-953,373,360,505,4124,2432,183,-5,16,-7,-2752,-3378,-5449,1.096186068,1.239669668,0.991767835,1.639572683,-0.3480443188,-1.116450239,-0.4013693401,0.5917466184,-0.5195204548,4.058886441,8.314213005,1.436327788,15531.81777,6196.340236,26970.79747,1133367.791,317167.6812,645500.2128,484330.466,125046.8355,1352336.515,9785523981,1304780465,1799699786,15551.25685,6204.095355,27004.55317,1134786.274,317564.637,646308.0979,4.408976192,2.784801464,5.809964841,37.66275139,19.92374955,28.42332004,0,6.325872373,0,0,0,0,9,326,11.55736856,344,2861.649206,9,5875,9.779436772,3788,59219.48164,9,3827,14.11553231,1934,81752.6292,2,3639.5,16.53946255,182,61822.65743,9,7,17,9,9,9,1,0.9846625767,18.02147239,18.02147239,11.7392638,11.7392638,-0.8334434978,0.2482543352,-0.3168607859,user_11,a,89.2,Walking
11,92.67461263,87.14779499,123.2240763,165.897497,-26.05125149,-1345.216925,1.395076636,0.9136828619,1.282598167,6.082845377,-20.15425662,-0.6070049666,129.2881868,79.62544674,158.0469743,1009.128823,525.0436077,816.5533546,9,40,19,83,-64,-964,507,451,499,3892,2121,111,-8,14,-7,-2564,-2520,-7626,1.187411171,1.250814258,1.030413626,1.565805063,-0.301867387,-1.789791219,-0.05037466892,0.8141568532,-0.4576498219,3.769114118,4.884762951,7.756098309,16715.43524,6340.211768,24978.84609,1018340.981,275670.79,666759.3808,652357.1562,135524.5643,1152089.484,7170448342,627119524.4,5199224074,16735.38206,6347.777653,25008.65379,1019556.185,275999.7527,667555.0364,4.466186304,2.750615416,5.459642135,34.85977675,18.13733047,28.20736758,0,6.368145391,0,0,0,0,9,284,17.71983696,305,2767.064039,9,5520,10.31601087,3613,78109.5404,9,3141,17.61885514,1544,186338.4443,0,0,0,0,0,9,6,16,9,9,9,1,0.9964788732,19.43661972,19.43661972,11.05985915,11.05985915,-0.7170512787,0.264234484,-0.3747022155,user_12,a,89.2,Walking
12,94.26923077,86.32754342,120.7667494,142.9851117,-35.54342432,-1355.062035,1.386026862,0.9083506772,1.284612272,7.590270747,-14.72775092,-0.5730078665,130.6596861,78.41568253,155.1384483,1085.29571,523.4747002,776.4612055,9,41,20,70,-35,-954,397,388,515,4019,2236,115,-6,18,-7,-2344,-2174,-3730,1.124915425,1.23582317,1.064149004,1.692658988,-0.2024820492,-0.8816916917,-0.3269009875,0.5653928325,-0.3356543484,3.888561455,7.453525061,-0.07249929453,17071.95357,6149.019266,24067.93815,1177866.779,274025.7618,602892.0036,607864.7354,120978.6562,1201812.65,10194876266,885984257.7,873529523.1,17093.16097,6156.657799,24097.83621,1179329.967,274366.1664,603640.9378,4.605148829,2.763789654,5.467911833,38.25164761,18.45005889,27.36666158,0,6.332697074,0,0,0,0,9,307,16.77621969,326,3562.766573,10,5725.5,9.723800705,3783.5,61327.06234,10,3631.5,22.31588663,1889,84385.17073,0,0,0,0,0,9,9,18,9,10,10,1,0.990228013,18.64983713,18.64983713,11.82899023,11.82899023,-0.819891548,0.3098137261,-0.3761926116,user_13,a,89.2,Walking
13,98.82551143,88.78219013,131.7894103,186.5174489,-86.91576414,-1365.32852,1.322312575,0.867252386,1.202092186,5.923954264,-6.915377313,-0.6022909108,130.6782165,76.99656623,158.4230203,1104.920836,601.0553035,822.3249577,12,45,26,81,-42,-976,434,349,499,6375,2888,152,-9,18,-7,-3359,-3736,-7889,1.029643524,1.144917491,0.894488133,1.742218003,-1.04335542,-1.85994018,-0.4937183478,0.4129250639,-0.716131428,5.185667713,11.05849376,8.822828297,17076.79627,5928.471211,25097.85337,1220850.055,361267.4779,676218.3361,530934.1577,102568.0325,977225.9445,12961714632,2062941568,5990102076,17097.37072,5935.613947,25128.09174,1222320.958,361702.7399,677033.057,4.535907113,2.67258983,5.498943312,38.35236212,20.86293415,28.54331598,0,6.386409281,0,0,0,0,10,310.5,10.81544067,330.5,4888.333333,10,5495,9.98180657,3555,58019.39727,9,4143,22.47162237,2018,288767.0941,1,4327,18.5802779,152,0,10,9,19,10,10,9,1,1,17.69726248,17.69726248,12.28180354,12.28180354,-0.7161583818,0.41653651,-0.3839203553,user_14,a,89.2,Walking
14,95.27375,85.48,119.64125,173.46875,-64.63375,-1364.21625,1.405281812,0.9228230818,1.29082318,6.369115544,-8.599732252,-0.6039804219,133.886468,78.88291704,154.4356988,1104.842512,555.8329444,823.9599062,9,41.5,20,74,-48,-960,413,409,481,5309,2225,443,-7,16,-7,-2650,-3417,-7216,1.159999544,1.351250513,1.08493557,1.799096024,-1.06921163,-1.527068223,-0.2346634997,1.106164294,-0.2833846744,4.695700578,9.831240502,5.633640488,17925.58631,6222.5146,23850.38505,1220676.977,308950.2621,678909.927,712504.3963,151159.471,1226477.549,12544810954,1420183344,4424279357,17948.02134,6230.302478,23880.23534,1222204.732,309336.9333,679759.6265,4.736562749,2.790676996,5.463542274,39.08651833,19.66395603,29.14960605,0,6.319516746,0,0,0,0,9,335,9.773189118,355,3252.014207,9,6014,9.840476133,3948,66267.91857,9,3716,18.24949589,1774,148071.0807,2,2717.5,9.661206721,308,58707.69226,9,9,18,9,9,9,1,1,17.50149254,17.50149254,11.09253731,11.09253731,-0.799826514,0.2993439176,-0.3430352874,user_15,a,89.2,Walking
15,100.2337963,85.62962963,134.0925926,188.2384259,-31.27546296,-1303.946759,1.305992391,0.8641979457,1.197810835,5.813433907,-17.21491531,-0.5853997287,130.9045753,74.00095002,160.6175603,1094.311648,538.4044462,763.3300791,11,42,25.5,101,-15,-959,396,373,500,4099,2906,238,-8,18,-8,-3384,-1903,-3207,1.015043096,1.122719973,0.8727335927,1.485174571,0.7479798415,-0.8042638306,-0.4981314271,0.4812505971,-0.6976138692,3.914773767,9.455985523,0.02230151144,17136.00784,5476.140604,25798.00069,1197517.983,289879.3477,582672.8097,1029599.742,173926.8893,2022662.024,19848155830,2253457974,1604198296,17175.76656,5488.846266,25857.85684,1200296.447,290551.9216,584024.7187,6.305451521,3.564500337,7.736675648,52.71113731,25.93402963,36.76831613,0,5.730861001,0,0,0,0,5,297,7.339449541,317,2280.638889,5,5420,9.915831302,3812,76464.5793,5,3618,6.106519823,1860,27216.75885,1,3369,17.81052237,238,0,5,4,10,5,5,5,1,1,18.24915825,18.24915825,12.18181818,12.18181818,-0.7730882679,0.2417360194,-0.3693655089,user_16,a,89.2,Walking
16,94.465,82.85375,120.4375,187.8025,-21.51,-1329.17125,1.384248402,0.8907459468,1.273080901,5.643636395,-24.73365037,-0.616404639,130.7630253,73.80164199,153.326681,1059.889024,532.0208195,819.3073245,9,40.5,21,101,-10,-954,409,382,490,3995,2402,335,-12,14,-7,-2500,-2324,-7454,1.159193381,1.237569054,1.046635231,1.598040189,-0.5364314488,-1.63033731,-0.2030227485,0.6187979481,-0.3465126893,3.824432305,8.159410715,7.007463479,17098.96878,5446.682361,23509.07109,1123364.743,283046.1524,671264.4919,659943.219,97629.27703,1147739.82,9241394393,1023540238,5103852088,17120.36924,5453.499235,23538.49421,1124770.707,283400.4029,672104.6227,4.626063288,2.610914408,5.424308045,37.49617825,18.8215436,28.98500955,0,6.338146397,0,0,0,0,9,286,15.96131714,307,3556.089733,9,5788,10.00326643,3790,59202.75292,9,3758,18.03497024,1801,58254.49556,4,3392,16.90126172,272.5,66427.86558,9,8,18,9,9,9,1,1,20.23776224,20.23776224,13.13986014,13.13986014,-0.8002033692,0.1845074776,-0.3361536518,user_17,a,89.2,Walking
17,92.87268519,83.64930556,120.681713,177.6458333,-56.30671296,-1381.265046,1.408513845,0.9495845683,1.28373696,6.229152836,-10.37711712,-0.5975322989,130.8124629,79.4320897,154.9235754,1106.583047,584.3013553,825.3504785,9,37,19.5,91,-22,-977.5,401,401,498,4023,2553,271,-8,9,-8,-2594,-3363,-5912,1.173810982,1.27786772,1.070844798,1.572634279,-0.9081980539,-1.244985612,-0.2173467332,0.6364439912,-0.3133068411,3.516733228,8.590946544,2.113812119,17111.90046,6309.456875,24001.3142,1224526.039,341408.0738,681203.4124,606879.3892,122074.3293,1129569.663,9625850011,1436781554,2221042991,17131.72885,6316.767949,24029.12569,1225944.957,341803.6799,681992.7559,4.452908024,2.703899779,5.273659836,37.66852498,19.88984945,28.09525703,0,6.372726254,0,0,0,0,10,305,17.29685753,322.5,3823.098216,10,5760.5,10.0327997,3771.5,61465.98157,10,3677.5,22.4588755,1840.5,29916.15584,3,3946,16.62460882,242,97623.72709,10,9,21,10,10,10,1,1,18.83278689,18.88688525,12.05737705,12.05737705,-0.7943136573,0.2784707365,-0.3408557803,user_18,a,89.2,Walking
18,93.58323766,82.64523536,124.564868,155.8231917,-63.72904707,-1367.014925,1.396288076,0.9032331635,1.275695511,7.212680199,-9.172465486,-0.5920793923,130.6691588,74.64791739,158.9068429,1123.90285,584.5524847,809.3813663,9,41,22,74,-50,-970,404,421,498,4146,2703,251,-8,15,-8,-2988,-3279,-3607,1.1514389,1.390249102,1.054209553,1.509195013,-0.3615580859,-0.8668310708,-0.2401918296,1.373885007,-0.3617143436,3.743857428,9.493194844,-0.006888090353,17074.42906,5572.31157,25251.38471,1263157.615,341701.6074,655098.1961,591656.0698,120888.2356,1204563.082,10578491526,1549268499,986557761.9,17094.05485,5578.716526,25280.40929,1264609.52,342094.3679,655851.1825,4.430099382,2.53080142,5.387446532,38.10387519,19.81818529,27.44059825,0,6.42120363,0,0,0,0,10,312,8.48452381,333.5,3326.011905,10,6144,10.13900879,3947.5,69207.39028,10,4040.5,13.16272162,2109.5,73949.47584,1,3514,16.42991157,251,0,10,7,18,10,10,10,1,1,19.69230769,19.69230769,12.95032051,12.95032051,-0.8328244423,0.3110161266,-0.3742575936,user_19,a,89.2,Walking
19,95.69497608,82.04904306,119.6961722,169.4138756,-27.86842105,-1346.808612,1.414054303,0.9197487219,1.310943273,6.368884733,-20.04452338,-0.5635878233,135.3178927,75.46450249,156.9148919,1078.977446,558.6092174,759.0449342,9,38,17,93,-23,-960,409,405,489,4144,2881,216,-12,12,-7,-3111,-2521,-3326,1.170026053,1.369336355,1.072107902,1.657104692,-0.2327036216,-0.8571650204,-0.2033127872,1.292262874,-0.3258727304,4.36892865,9.637667744,-0.07032391804,18310.93208,5694.891135,24622.28329,1164192.329,312044.2578,576149.2122,723952.2875,128394.0463,1219605.262,10383599099,1363340333,769858355.6,18332.86134,5701.711364,24651.77105,1165586.571,312417.9635,576839.2112,4.682868776,2.611556797,5.430263752,37.33955423,19.33146911,26.26783311,0,6.366153205,0,0,0,0,9,324,7.762314682,343,1866.088875,10,5930,9.753044853,3942.5,64452.8961,9,4266,30.23471116,2022,31842.63444,1,3466,16.0483352,216,0,9,9,19,10,10,9,1,1,18.30246914,18.30246914,12.74845679,12.74845679,-0.777036277,0.1752542982,-0.3156916116,user_20,a,89.2,Walking
20,104.638404,91.05486284,149.3591022,181.7057357,-58.97755611,-1339.690773,1.218332373,0.8047797116,1.129378307,6.190365112,-9.858728475,-0.6095366811,127.484355,73.27910626,168.6829301,1124.824847,581.4437118,816.5906676,19,53,51,89,-37,-981,373,346,516,4511,2037,54,-6,18,-7,-2238,-2998,-5248,0.8823398013,0.9522479066,0.7681673285,1.691851272,-0.7915500125,-1.222353059,-0.7823834318,-0.01826048392,-0.8646293678,3.589606986,7.560719298,1.985458068,16252.26077,5369.827414,28453.9309,1265230.936,338076.79,666820.3183,808805.2163,143933.2894,2310992.936,22574679677,2757928921,4469309915,16292.89142,5383.251983,28525.06572,1268394.013,338921.982,668487.3691,6.37421775,3.663955313,8.434146503,56.24124234,29.07218559,40.82953338,0,5.691128296,0,0,0,0,5,283,7.97410817,306,2559.688723,5,5647,8.953051343,3792,53064.73531,5,3796,23.84489633,2002,115213.162,0,0,0,0,0,5,3,9,5,5,5,1,1,19.9540636,19.9540636,13.41342756,13.41342756,-0.7677551129,0.3745869246,-0.3619954212,user_21,a,89.2,Walking
21,88.2972973,82.21498771,116.529484,175.5712531,0.6203931204,-1348.479115,1.446199827,0.9078055941,1.326004621,5.61453854,930.9465225,-0.6027222057,127.6955361,74.63522577,154.5186343,985.7515669,577.552818,812.7583068,8,38,20,83,-39,-999,453,366,510,4606,2555,83,-6,16,-7,-3031,-3431,-8237,1.267742944,1.341434663,1.136654746,1.570717514,-0.6439027748,-2.19342579,0.1307505934,0.9259806543,-0.1873531323,4.374527756,6.971608863,12.21871763,16306.14994,5570.416925,23876.00834,971706.1516,333567.2576,660576.0653,699490.6643,112131.9919,1275542.975,7437004005,1233575479,7667937529,16326.20671,5577.268607,23905.37613,972901.3621,333977.5494,661388.582,4.478477978,2.617571648,5.419205102,34.57181682,20.25566167,28.50467831,0,6.351582072,0,0,0,0,9,289,14.22543761,313,3060.633704,9,4924,11.65802665,3607,72813.88337,9,3140,28.36926673,1573,208166.3334,0,0,0,0,0,9,6,18,9,9,9,1,0.9965397924,17.03806228,17.03806228,10.8650519,10.8650519,-0.7286121029,0.1714700754,-0.3761713952,user_22,a,89.2,Walking
22,96.98269468,92.24721879,137.7824475,120.5995056,-114.354759,-1360.224969,1.32380145,0.8944978508,1.218468838,8.898207751,-4.563427628,-0.6125735661,128.3858319,82.51493895,167.8836186,1073.119455,521.8496665,833.23786,9,43,26,23,-130,-962,406,412,522,4739,2350,109,-8,10,-3,-2830,-3570,-4706,0.9978764069,1.112841457,0.890807033,1.670299391,0.02304401388,-1.111578078,-0.6072439329,0.2417000008,-0.7541522299,4.292139599,9.418720071,0.8971466645,16482.92183,6808.71515,28184.90941,1151585.365,272327.0744,694285.3313,469798.7221,129112.579,1228501.15,10374326225,1053040262,1735464190,16503.32148,6817.141778,28219.79172,1153010.594,272664.1129,695144.5954,4.516597804,2.902865422,5.906125094,37.75221069,18.3586072,29.31320562,0,6.336738963,0,0,0,0,9,311,19.31470588,328,2892.045455,9,5386,10.38769396,3556,62707.82845,9,3491,12.22255531,1801,33256.05047,0,0,0,0,0,9,8,13,9,9,9,1,0.9196141479,17.31832797,17.31832797,11.22508039,11.22508039,-0.8511896614,0.3854501255,-0.4014354238,user_23,a,89.2,Walking
